# Error table with no prior information for ACF noise level 0.010 and radar frequency 2.33e+08.
# 
# The first six columns are values of the plasma parameters, and the last four
# columns are the relative errors in four-parameter (Ne, Ti, Te/Ti, Vi) fits.
# 
# For details, see Vallinkoski et al. (1988), https://doi.org/10.1016/0021-9169(88)90106-7
# and Appendix B of Lehtinen (2014), http://urn.fi/urn:isbn:9789526205854
# 
# Ilkka Virtanen (ilkka.i.virtanen@oulu.fi), 2022
# 
#Ne [1/m3]   Ti [K]   Te/Ti   Coll [1/s]   Vi [m/s]   [O+]   Err(Ne/N0)   Err(Ti/T0)   Err(Te/Ti)   Err(Vi/Vi0)
Ne   Ti    Te/Ti   Coll   Vi    [O+]   Err(Ne/N0)   Err(Ti/T0)   Err(Te/Ti)   Err(Vi/Vi0)
    1e+11     3000    0.5          3000      -1000    0.5         0.04         0.08         0.14         18.67
    1e+11     3000    0.5          3000      -1000    1.0         0.04         0.07         0.13         23.54
    1e+11     3000    0.5          3000          0    0.0         0.04         0.06         0.12         14.17
    1e+11     3000    0.5          3000          0    0.5         0.04         0.08         0.14         18.67
    1e+11     3000    0.5          3000          0    1.0         0.04         0.07         0.13         23.54
    1e+11     3000    0.5          3000       1000    0.0         0.04         0.06         0.12         14.17
    1e+11     3000    0.5          3000       1000    0.5         0.04         0.08         0.14         18.67
    1e+11     3000    0.5          3000       1000    1.0         0.04         0.07         0.13         23.54
    1e+11     3000    0.5          3000       2000    0.0         0.04         0.06         0.12         14.17
    1e+11     3000    0.5          3000       2000    0.5         0.04         0.08         0.14         18.67
    1e+11     3000    0.5          3000       2000    1.0         0.04         0.07         0.13         23.54
    1e+11     3000    1.0             0      -2000    0.0         0.03         0.04         0.06         19.38
    1e+11     3000    1.0             0      -2000    0.5         0.04         0.06         0.07         27.85
    1e+11     3000    1.0             0      -2000    1.0         0.04         0.05         0.07         31.52
    1e+11     3000    1.0             0      -1000    0.0         0.03         0.04         0.06         19.38
    1e+11     3000    1.0             0      -1000    0.5         0.04         0.06         0.07         27.85
    1e+11     3000    1.0             0      -1000    1.0         0.04         0.05         0.07         31.52
    1e+11     3000    1.0             0          0    0.0         0.03         0.04         0.06         19.38
    1e+11     3000    1.0             0          0    0.5         0.04         0.06         0.07         27.85
    1e+11     3000    1.0             0          0    1.0         0.04         0.05         0.07         31.52
    1e+11     3000    1.0             0       1000    0.0         0.03         0.04         0.06         19.38
    1e+11     3000    1.0             0       1000    0.5         0.04         0.06         0.07         27.85
    1e+11     3000    1.0             0       1000    1.0         0.04         0.05         0.07         31.52
    1e+11     3000    1.0             0       2000    0.0         0.03         0.04         0.06         19.38
    1e+11     3000    1.0             0       2000    0.5         0.04         0.06         0.07         27.85
    1e+11     3000    1.0             0       2000    1.0         0.04         0.05         0.07         31.52
    1e+11     3000    1.0           500      -2000    0.0         0.03         0.05         0.06         20.09
    1e+11     3000    1.0           500      -2000    0.5         0.04         0.06         0.08         28.48
    1e+11     3000    1.0           500      -2000    1.0         0.04         0.05         0.07         32.38
    1e+11     3000    1.0           500      -1000    0.0         0.03         0.05         0.06         20.09
    1e+11     3000    1.0           500      -1000    0.5         0.04         0.06         0.08         28.48
    1e+11     3000    1.0           500      -1000    1.0         0.04         0.05         0.07         32.38
    1e+11     3000    1.0           500          0    0.0         0.03         0.05         0.06         20.09
    1e+11     3000    1.0           500          0    0.5         0.04         0.06         0.08         28.48
    1e+11     3000    1.0           500          0    1.0         0.04         0.05         0.07         32.38
    1e+11     3000    1.0           500       1000    0.0         0.03         0.05         0.06         20.09
    1e+11     3000    1.0           500       1000    0.5         0.04         0.06         0.08         28.48
    1e+11     3000    1.0           500       1000    1.0         0.04         0.05         0.07         32.38
    1e+11     3000    1.0           500       2000    0.0         0.03         0.05         0.06         20.09
    1e+11     3000    1.0           500       2000    0.5         0.04         0.06         0.08         28.48
    1e+11     3000    1.0           500       2000    1.0         0.04         0.05         0.07         32.38
    1e+11     3000    1.0          3000      -2000    0.0         0.04         0.07         0.09         22.37
    1e+11     3000    1.0          3000      -2000    0.5         0.05         0.08         0.10         30.44
    1e+11     3000    1.0          3000      -2000    1.0         0.04         0.07         0.10         35.53
    1e+11     3000    1.0          3000      -1000    0.0         0.04         0.07         0.09         22.37
    1e+11     3000    1.0          3000      -1000    0.5         0.05         0.08         0.10         30.44
    1e+11     3000    1.0          3000      -1000    1.0         0.04         0.07         0.10         35.53
    1e+11     3000    1.0          3000          0    0.0         0.04         0.07         0.09         22.37
    1e+11     3000    1.0          3000          0    0.5         0.05         0.08         0.10         30.44
    1e+11     3000    1.0          3000          0    1.0         0.04         0.07         0.10         35.53
    1e+11     3000    1.0          3000       1000    0.0         0.04         0.07         0.09         22.37
    1e+11     3000    1.0          3000       1000    0.5         0.05         0.08         0.10         30.44
    1e+11     3000    1.0          3000       1000    1.0         0.04         0.07         0.10         35.53
    1e+11     3000    1.0          3000       2000    0.0         0.04         0.07         0.09         22.37
    1e+11     3000    1.0          3000       2000    0.5         0.05         0.08         0.10         30.44
    1e+11     3000    1.0          3000       2000    1.0         0.04         0.07         0.10         35.53
    1e+11     3000    3.0             0      -2000    0.0         0.04         0.04         0.05         19.79
    1e+11     3000    3.0             0      -2000    0.5         0.05         0.06         0.07         35.20
    1e+11     3000    3.0             0      -2000    1.0         0.04         0.05         0.06         32.07
    1e+11     3000    3.0             0      -1000    0.0         0.04         0.04         0.05         19.79
    1e+11     3000    3.0             0      -1000    0.5         0.05         0.06         0.07         35.20
    1e+11     3000    3.0             0      -1000    1.0         0.04         0.05         0.06         32.07
    1e+11     3000    3.0             0          0    0.0         0.04         0.04         0.05         19.79
    1e+11     3000    3.0             0          0    0.5         0.05         0.06         0.07         35.20
    1e+11     3000    3.0             0          0    1.0         0.04         0.05         0.06         32.07
    1e+11     3000    3.0             0       1000    0.0         0.04         0.04         0.05         19.79
    1e+11     3000    3.0             0       1000    0.5         0.05         0.06         0.07         35.20
    1e+11     3000    3.0             0       1000    1.0         0.04         0.05         0.06         32.07
    1e+11     3000    3.0             0       2000    0.0         0.04         0.04         0.05         19.79
    1e+11     3000    3.0             0       2000    0.5         0.05         0.06         0.07         35.20
    1e+11     3000    3.0             0       2000    1.0         0.04         0.05         0.06         32.07
    1e+11     3000    3.0           500      -2000    0.0         0.04         0.04         0.06         22.23
    1e+11     3000    3.0           500      -2000    0.5         0.05         0.06         0.08         37.75
    1e+11     3000    3.0           500      -2000    1.0         0.05         0.05         0.07         34.95
    1e+11     3000    3.0           500      -1000    0.0         0.04         0.04         0.06         22.23
    1e+11     3000    3.0           500      -1000    0.5         0.05         0.06         0.08         37.75
    1e+11     3000    3.0           500      -1000    1.0         0.05         0.05         0.07         34.95
    1e+11     3000    3.0           500          0    0.0         0.04         0.04         0.06         22.23
    1e+11     3000    3.0           500          0    0.5         0.05         0.06         0.08         37.75
    1e+11     3000    3.0           500          0    1.0         0.05         0.05         0.07         34.95
    1e+11     3000    3.0           500       1000    0.0         0.04         0.04         0.06         22.23
    1e+11     3000    3.0           500       1000    0.5         0.05         0.06         0.08         37.75
    1e+11     3000    3.0           500       1000    1.0         0.05         0.05         0.07         34.95
    1e+11     3000    3.0           500       2000    0.0         0.04         0.04         0.06         22.23
    1e+11     3000    3.0           500       2000    0.5         0.05         0.06         0.08         37.75
    1e+11     3000    3.0           500       2000    1.0         0.05         0.05         0.07         34.95
    1e+11     3000    3.0          3000      -2000    0.0         0.06         0.07         0.09         34.49
    1e+11     3000    3.0          3000      -2000    0.5         0.07         0.09         0.10         50.55
    1e+11     3000    3.0          3000      -2000    1.0         0.06         0.08         0.10         49.36
    1e+11     3000    3.0          3000      -1000    0.0         0.06         0.07         0.09         34.49
    1e+11     3000    3.0          3000      -1000    0.5         0.07         0.09         0.10         50.55
    1e+11     3000    3.0          3000      -1000    1.0         0.06         0.08         0.10         49.36
    1e+11     3000    3.0          3000          0    0.0         0.06         0.07         0.09         34.49
    1e+11     3000    3.0          3000          0    0.5         0.07         0.09         0.10         50.55
    1e+11     3000    3.0          3000          0    1.0         0.06         0.08         0.10         49.36
    1e+11     3000    3.0          3000       1000    0.0         0.06         0.07         0.09         34.49
    1e+11     3000    3.0          3000       1000    0.5         0.07         0.09         0.10         50.55
    1e+11     3000    3.0          3000       1000    1.0         0.06         0.08         0.10         49.36
    1e+11     3000    3.0          3000       2000    0.0         0.06         0.07         0.09         34.49
    1e+11     3000    3.0          3000       2000    0.5         0.07         0.09         0.10         50.55
    1e+11     3000    3.0          3000       2000    1.0         0.06         0.08         0.10         49.36
    1e+12      100    0.5             0      -2000    0.0         0.03         0.04         0.08          2.71
    1e+12      100    0.5             0      -2000    0.5         0.03         0.05         0.09          3.62
    1e+12      100    0.5             0      -2000    1.0         0.03         0.05         0.09          4.41
    1e+12      100    0.5             0      -1000    0.0         0.03         0.04         0.08          2.71
    1e+12      100    0.5             0      -1000    0.5         0.03         0.05         0.09          3.62
    1e+12      100    0.5             0      -1000    1.0         0.03         0.05         0.09          4.41
    1e+12      100    0.5             0          0    0.0         0.03         0.04         0.08          2.71
    1e+12      100    0.5             0          0    0.5         0.03         0.05         0.09          3.62
    1e+12      100    0.5             0          0    1.0         0.03         0.05         0.09          4.41
    1e+12      100    0.5             0       1000    0.0         0.03         0.04         0.08          2.71
    1e+12      100    0.5             0       1000    0.5         0.03         0.05         0.09          3.62
    1e+12      100    0.5             0       1000    1.0         0.03         0.05         0.09          4.41
    1e+12      100    0.5             0       2000    0.0         0.03         0.04         0.08          2.71
    1e+12      100    0.5             0       2000    0.5         0.03         0.05         0.09          3.62
    1e+12      100    0.5             0       2000    1.0         0.03         0.05         0.09          4.41
    1e+12      100    0.5           500      -2000    0.0         0.04         0.06         0.11          2.63
    1e+12      100    0.5           500      -2000    0.5         0.04         0.07         0.13          3.46
    1e+12      100    0.5           500      -2000    1.0         0.04         0.06         0.12          4.35
    1e+12      100    0.5           500      -1000    0.0         0.04         0.06         0.11          2.63
    1e+12      100    0.5           500      -1000    0.5         0.04         0.07         0.13          3.46
    1e+12      100    0.5           500      -1000    1.0         0.04         0.06         0.12          4.35
    1e+12      100    0.5           500          0    0.0         0.04         0.06         0.11          2.63
    1e+12      100    0.5           500          0    0.5         0.04         0.07         0.13          3.46
    1e+12      100    0.5           500          0    1.0         0.04         0.06         0.12          4.35
    1e+12      100    0.5           500       1000    0.0         0.04         0.06         0.11          2.63
    1e+12      100    0.5           500       1000    0.5         0.04         0.07         0.13          3.46
    1e+12      100    0.5           500       1000    1.0         0.04         0.06         0.12          4.35
    1e+12      100    0.5           500       2000    0.0         0.04         0.06         0.11          2.63
    1e+12      100    0.5           500       2000    0.5         0.04         0.07         0.13          3.46
    1e+12      100    0.5           500       2000    1.0         0.04         0.06         0.12          4.35
    1e+12      100    0.5          3000      -2000    0.0         0.21         0.28         0.66          1.25
    1e+12      100    0.5          3000      -2000    0.5         0.17         0.25         0.54          1.76
    1e+12      100    0.5          3000      -2000    1.0         0.14         0.20         0.45          2.63
    1e+12      100    0.5          3000      -1000    0.0         0.21         0.28         0.66          1.25
    1e+12      100    0.5          3000      -1000    0.5         0.17         0.25         0.54          1.76
    1e+12      100    0.5          3000      -1000    1.0         0.14         0.20         0.45          2.63
    1e+12      100    0.5          3000          0    0.0         0.21         0.28         0.66          1.25
    1e+12      100    0.5          3000          0    0.5         0.17         0.25         0.54          1.76
    1e+12      100    0.5          3000          0    1.0         0.14         0.20         0.45          2.63
    1e+12      100    0.5          3000       1000    0.0         0.21         0.28         0.66          1.25
    1e+12      100    0.5          3000       1000    0.5         0.17         0.25         0.54          1.76
    1e+12      100    0.5          3000       1000    1.0         0.14         0.20         0.45          2.63
    1e+12      100    0.5          3000       2000    0.0         0.21         0.28         0.66          1.25
    1e+12      100    0.5          3000       2000    0.5         0.17         0.25         0.54          1.76
    1e+12      100    0.5          3000       2000    1.0         0.14         0.20         0.45          2.63
    1e+12      100    1.0             0      -2000    0.0         0.03         0.04         0.06          3.52
    1e+12      100    1.0             0      -2000    0.5         0.04         0.05         0.07          5.07
    1e+12      100    1.0             0      -2000    1.0         0.03         0.05         0.07          5.72
    1e+12      100    1.0             0      -1000    0.0         0.03         0.04         0.06          3.52
    1e+12      100    1.0             0      -1000    0.5         0.04         0.05         0.07          5.07
    1e+12      100    1.0             0      -1000    1.0         0.03         0.05         0.07          5.72
    1e+12      100    1.0             0          0    0.0         0.03         0.04         0.06          3.52
    1e+12      100    1.0             0          0    0.5         0.04         0.05         0.07          5.07
    1e+12      100    1.0             0          0    1.0         0.03         0.05         0.07          5.72
    1e+12      100    1.0             0       1000    0.0         0.03         0.04         0.06          3.52
    1e+12      100    1.0             0       1000    0.5         0.04         0.05         0.07          5.07
    1e+12      100    1.0             0       1000    1.0         0.03         0.05         0.07          5.72
    1e+12      100    1.0             0       2000    0.0         0.03         0.04         0.06          3.52
    1e+12      100    1.0             0       2000    0.5         0.04         0.05         0.07          5.07
    1e+12      100    1.0             0       2000    1.0         0.03         0.05         0.07          5.72
    1e+12      100    1.0           500      -2000    0.0         0.04         0.06         0.08          4.05
    1e+12      100    1.0           500      -2000    0.5         0.05         0.07         0.10          5.53
    1e+12      100    1.0           500      -2000    1.0         0.04         0.06         0.09          6.42
    1e+12      100    1.0           500      -1000    0.0         0.04         0.06         0.08          4.05
    1e+12      100    1.0           500      -1000    0.5         0.05         0.07         0.10          5.53
    1e+12      100    1.0           500      -1000    1.0         0.04         0.06         0.09          6.42
    1e+12      100    1.0           500          0    0.0         0.04         0.06         0.08          4.05
    1e+12      100    1.0           500          0    0.5         0.05         0.07         0.10          5.53
    1e+12      100    1.0           500          0    1.0         0.04         0.06         0.09          6.42
    1e+12      100    1.0           500       1000    0.0         0.04         0.06         0.08          4.05
    1e+12      100    1.0           500       1000    0.5         0.05         0.07         0.10          5.53
    1e+12      100    1.0           500       1000    1.0         0.04         0.06         0.09          6.42
    1e+12      100    1.0           500       2000    0.0         0.04         0.06         0.08          4.05
    1e+12      100    1.0           500       2000    0.5         0.05         0.07         0.10          5.53
    1e+12      100    1.0           500       2000    1.0         0.04         0.06         0.09          6.42
    1e+12      100    1.0          3000      -2000    0.0         0.22         0.30         0.46          2.57
    1e+12      100    1.0          3000      -2000    0.5         0.18         0.25         0.37          3.66
    1e+12      100    1.0          3000      -2000    1.0         0.15         0.22         0.32          5.28
    1e+12      100    1.0          3000      -1000    0.0         0.22         0.30         0.46          2.57
    1e+12      100    1.0          3000      -1000    0.5         0.18         0.25         0.37          3.66
    1e+12      100    1.0          3000      -1000    1.0         0.15         0.22         0.32          5.28
    1e+12      100    1.0          3000          0    0.0         0.22         0.30         0.46          2.57
    1e+12      100    1.0          3000          0    0.5         0.18         0.25         0.37          3.66
    1e+12      100    1.0          3000          0    1.0         0.15         0.22         0.32          5.28
    1e+12      100    1.0          3000       1000    0.0         0.22         0.30         0.46          2.57
    1e+12      100    1.0          3000       1000    0.5         0.18         0.25         0.37          3.66
    1e+12      100    1.0          3000       1000    1.0         0.15         0.22         0.32          5.28
    1e+12      100    1.0          3000       2000    0.0         0.22         0.30         0.46          2.57
    1e+12      100    1.0          3000       2000    0.5         0.18         0.25         0.37          3.66
    1e+12      100    1.0          3000       2000    1.0         0.15         0.22         0.32          5.28
    1e+12      100    3.0             0      -2000    0.0         0.04         0.04         0.05          3.49
    1e+12      100    3.0             0      -2000    0.5         0.05         0.05         0.06          6.03
    1e+12      100    3.0             0      -2000    1.0         0.04         0.04         0.06          5.45
    1e+12      100    3.0             0      -1000    0.0         0.04         0.04         0.05          3.49
    1e+12      100    3.0             0      -1000    0.5         0.05         0.05         0.06          6.03
    1e+12      100    3.0             0      -1000    1.0         0.04         0.04         0.06          5.45
    1e+12      100    3.0             0          0    0.0         0.04         0.04         0.05          3.49
    1e+12      100    3.0             0          0    0.5         0.05         0.05         0.06          6.03
    1e+12      100    3.0             0          0    1.0         0.04         0.04         0.06          5.45
    1e+12      100    3.0             0       1000    0.0         0.04         0.04         0.05          3.49
    1e+12      100    3.0             0       1000    0.5         0.05         0.05         0.06          6.03
    1e+12      100    3.0             0       1000    1.0         0.04         0.04         0.06          5.45
    1e+12      100    3.0             0       2000    0.0         0.04         0.04         0.05          3.49
    1e+12      100    3.0             0       2000    0.5         0.05         0.05         0.06          6.03
    1e+12      100    3.0             0       2000    1.0         0.04         0.04         0.06          5.45
    1e+12      100    3.0           500      -2000    0.0         0.06         0.06         0.08          5.74
    1e+12      100    3.0           500      -2000    0.5         0.06         0.08         0.09          8.49
    1e+12      100    3.0           500      -2000    1.0         0.06         0.06         0.08          8.20
    1e+12      100    3.0           500      -1000    0.0         0.06         0.06         0.08          5.74
    1e+12      100    3.0           500      -1000    0.5         0.06         0.08         0.09          8.49
    1e+12      100    3.0           500      -1000    1.0         0.06         0.06         0.08          8.20
    1e+12      100    3.0           500          0    0.0         0.06         0.06         0.08          5.74
    1e+12      100    3.0           500          0    0.5         0.06         0.08         0.09          8.49
    1e+12      100    3.0           500          0    1.0         0.06         0.06         0.08          8.20
    1e+12      100    3.0           500       1000    0.0         0.06         0.06         0.08          5.74
    1e+12      100    3.0           500       1000    0.5         0.06         0.08         0.09          8.49
    1e+12      100    3.0           500       1000    1.0         0.06         0.06         0.08          8.20
    1e+12      100    3.0           500       2000    0.0         0.06         0.06         0.08          5.74
    1e+12      100    3.0           500       2000    0.5         0.06         0.08         0.09          8.49
    1e+12      100    3.0           500       2000    1.0         0.06         0.06         0.08          8.20
    1e+12      100    3.0          3000      -2000    0.0         0.28         0.36         0.40         12.00
    1e+12      100    3.0          3000      -2000    0.5         0.22         0.30         0.32         16.39
    1e+12      100    3.0          3000      -2000    1.0         0.20         0.26         0.29         18.99
    1e+12      100    3.0          3000      -1000    0.0         0.28         0.36         0.40         12.00
    1e+12      100    3.0          3000      -1000    0.5         0.22         0.30         0.32         16.39
    1e+12      100    3.0          3000      -1000    1.0         0.20         0.26         0.29         18.99
    1e+12      100    3.0          3000          0    0.0         0.28         0.36         0.40         12.00
    1e+12      100    3.0          3000          0    0.5         0.22         0.30         0.32         16.39
    1e+12      100    3.0          3000          0    1.0         0.20         0.26         0.29         18.99
    1e+12      100    3.0          3000       1000    0.0         0.28         0.36         0.40         12.00
    1e+12      100    3.0          3000       1000    0.5         0.22         0.30         0.32         16.39
    1e+12      100    3.0          3000       1000    1.0         0.20         0.26         0.29         18.99
    1e+12      100    3.0          3000       2000    0.0         0.28         0.36         0.40         12.00
    1e+12      100    3.0          3000       2000    0.5         0.22         0.30         0.32         16.39
    1e+12      100    3.0          3000       2000    1.0         0.20         0.26         0.29         18.99
    1e+12      600    0.5             0      -2000    0.0         0.03         0.04         0.08          6.68
    1e+12      600    0.5             0      -2000    0.5         0.03         0.05         0.09          8.91
    1e+12      600    0.5             0      -2000    1.0         0.03         0.05         0.09         10.85
    1e+12      600    0.5             0      -1000    0.0         0.03         0.04         0.08          6.68
    1e+12      600    0.5             0      -1000    0.5         0.03         0.05         0.09          8.91
    1e+12      600    0.5             0      -1000    1.0         0.03         0.05         0.09         10.85
    1e+12      600    0.5             0          0    0.0         0.03         0.04         0.08          6.68
    1e+12      600    0.5             0          0    0.5         0.03         0.05         0.09          8.91
    1e+12      600    0.5             0          0    1.0         0.03         0.05         0.09         10.85
    1e+12      600    0.5             0       1000    0.0         0.03         0.04         0.08          6.68
    1e+12      600    0.5             0       1000    0.5         0.03         0.05         0.09          8.91
    1e+12      600    0.5             0       1000    1.0         0.03         0.05         0.09         10.85
    1e+12      600    0.5             0       2000    0.0         0.03         0.04         0.08          6.68
    1e+12      600    0.5             0       2000    0.5         0.03         0.05         0.09          8.91
    1e+12      600    0.5             0       2000    1.0         0.03         0.05         0.09         10.85
    1e+12      600    0.5           500      -2000    0.0         0.03         0.05         0.09          6.68
    1e+12      600    0.5           500      -2000    0.5         0.03         0.06         0.11          8.83
    1e+12      600    0.5           500      -2000    1.0         0.03         0.06         0.10         10.87
    1e+12      600    0.5           500      -1000    0.0         0.03         0.05         0.09          6.68
    1e+12      600    0.5           500      -1000    0.5         0.03         0.06         0.11          8.83
    1e+12      600    0.5           500      -1000    1.0         0.03         0.06         0.10         10.87
    1e+12      600    0.5           500          0    0.0         0.03         0.05         0.09          6.68
    1e+12      600    0.5           500          0    0.5         0.03         0.06         0.11          8.83
    1e+12      600    0.5           500          0    1.0         0.03         0.06         0.10         10.87
    1e+12      600    0.5           500       1000    0.0         0.03         0.05         0.09          6.68
    1e+12      600    0.5           500       1000    0.5         0.03         0.06         0.11          8.83
    1e+12      600    0.5           500       1000    1.0         0.03         0.06         0.10         10.87
    1e+12      600    0.5           500       2000    0.0         0.03         0.05         0.09          6.68
    1e+12      600    0.5           500       2000    0.5         0.03         0.06         0.11          8.83
    1e+12      600    0.5           500       2000    1.0         0.03         0.06         0.10         10.87
    1e+12      600    0.5          3000      -2000    0.0         0.06         0.10         0.19          5.42
    1e+12      600    0.5          3000      -2000    0.5         0.06         0.11         0.20          7.26
    1e+12      600    0.5          3000      -2000    1.0         0.06         0.09         0.18          9.66
    1e+12      600    0.5          3000      -1000    0.0         0.06         0.10         0.19          5.42
    1e+12      600    0.5          3000      -1000    0.5         0.06         0.11         0.20          7.26
    1e+12      600    0.5          3000      -1000    1.0         0.06         0.09         0.18          9.66
    1e+12      600    0.5          3000          0    0.0         0.06         0.10         0.19          5.42
    1e+12      600    0.5          3000          0    0.5         0.06         0.11         0.20          7.26
    1e+12      600    0.5          3000          0    1.0         0.06         0.09         0.18          9.66
    1e+12      600    0.5          3000       1000    0.0         0.06         0.10         0.19          5.42
    1e+12      600    0.5          3000       1000    0.5         0.06         0.11         0.20          7.26
    1e+12      600    0.5          3000       1000    1.0         0.06         0.09         0.18          9.66
    1e+12      600    0.5          3000       2000    0.0         0.06         0.10         0.19          5.42
    1e+12      600    0.5          3000       2000    0.5         0.06         0.11         0.20          7.26
    1e+12      600    0.5          3000       2000    1.0         0.06         0.09         0.18          9.66
    1e+12      600    1.0             0      -2000    0.0         0.03         0.04         0.06          8.66
    1e+12      600    1.0             0      -2000    0.5         0.04         0.05         0.07         12.46
    1e+12      600    1.0             0      -2000    1.0         0.03         0.05         0.07         14.08
    1e+12      600    1.0             0      -1000    0.0         0.03         0.04         0.06          8.66
    1e+12      600    1.0             0      -1000    0.5         0.04         0.05         0.07         12.46
    1e+12      600    1.0             0      -1000    1.0         0.03         0.05         0.07         14.08
    1e+12      600    1.0             0          0    0.0         0.03         0.04         0.06          8.66
    1e+12      600    1.0             0          0    0.5         0.04         0.05         0.07         12.46
    1e+12      600    1.0             0          0    1.0         0.03         0.05         0.07         14.08
    1e+12      600    1.0             0       1000    0.0         0.03         0.04         0.06          8.66
    1e+12      600    1.0             0       1000    0.5         0.04         0.05         0.07         12.46
    1e+12      600    1.0             0       1000    1.0         0.03         0.05         0.07         14.08
    1e+12      600    1.0             0       2000    0.0         0.03         0.04         0.06          8.66
    1e+12      600    1.0             0       2000    0.5         0.04         0.05         0.07         12.46
    1e+12      600    1.0             0       2000    1.0         0.03         0.05         0.07         14.08
    1e+12      600    1.0           500      -2000    0.0         0.03         0.05         0.07          9.34
    1e+12      600    1.0           500      -2000    0.5         0.04         0.06         0.08         13.07
    1e+12      600    1.0           500      -2000    1.0         0.04         0.05         0.08         14.91
    1e+12      600    1.0           500      -1000    0.0         0.03         0.05         0.07          9.34
    1e+12      600    1.0           500      -1000    0.5         0.04         0.06         0.08         13.07
    1e+12      600    1.0           500      -1000    1.0         0.04         0.05         0.08         14.91
    1e+12      600    1.0           500          0    0.0         0.03         0.05         0.07          9.34
    1e+12      600    1.0           500          0    0.5         0.04         0.06         0.08         13.07
    1e+12      600    1.0           500          0    1.0         0.04         0.05         0.08         14.91
    1e+12      600    1.0           500       1000    0.0         0.03         0.05         0.07          9.34
    1e+12      600    1.0           500       1000    0.5         0.04         0.06         0.08         13.07
    1e+12      600    1.0           500       1000    1.0         0.04         0.05         0.08         14.91
    1e+12      600    1.0           500       2000    0.0         0.03         0.05         0.07          9.34
    1e+12      600    1.0           500       2000    0.5         0.04         0.06         0.08         13.07
    1e+12      600    1.0           500       2000    1.0         0.04         0.05         0.08         14.91
    1e+12      600    1.0          3000      -2000    0.0         0.07         0.10         0.14          9.90
    1e+12      600    1.0          3000      -2000    0.5         0.07         0.11         0.15         13.40
    1e+12      600    1.0          3000      -2000    1.0         0.06         0.10         0.13         16.53
    1e+12      600    1.0          3000      -1000    0.0         0.07         0.10         0.14          9.90
    1e+12      600    1.0          3000      -1000    0.5         0.07         0.11         0.15         13.40
    1e+12      600    1.0          3000      -1000    1.0         0.06         0.10         0.13         16.53
    1e+12      600    1.0          3000          0    0.0         0.07         0.10         0.14          9.90
    1e+12      600    1.0          3000          0    0.5         0.07         0.11         0.15         13.40
    1e+12      600    1.0          3000          0    1.0         0.06         0.10         0.13         16.53
    1e+12      600    1.0          3000       1000    0.0         0.07         0.10         0.14          9.90
    1e+12      600    1.0          3000       1000    0.5         0.07         0.11         0.15         13.40
    1e+12      600    1.0          3000       1000    1.0         0.06         0.10         0.13         16.53
    1e+12      600    1.0          3000       2000    0.0         0.07         0.10         0.14          9.90
    1e+12      600    1.0          3000       2000    0.5         0.07         0.11         0.15         13.40
    1e+12      600    1.0          3000       2000    1.0         0.06         0.10         0.13         16.53
    1e+12      600    3.0             0      -2000    0.0         0.04         0.03         0.05          8.22
    1e+12      600    3.0             0      -2000    0.5         0.05         0.05         0.07         14.80
    1e+12      600    3.0             0      -2000    1.0         0.04         0.04         0.06         13.32
    1e+12      600    3.0             0      -1000    0.0         0.04         0.03         0.05          8.22
    1e+12      600    3.0             0      -1000    0.5         0.05         0.05         0.07         14.80
    1e+12      600    3.0             0      -1000    1.0         0.04         0.04         0.06         13.32
    1e+12      600    3.0             0          0    0.0         0.04         0.03         0.05          8.22
    1e+12      600    3.0             0          0    0.5         0.05         0.05         0.07         14.80
    1e+12      600    3.0             0          0    1.0         0.04         0.04         0.06         13.32
    1e+12      600    3.0             0       1000    0.0         0.04         0.03         0.05          8.22
    1e+12      600    3.0             0       1000    0.5         0.05         0.05         0.07         14.80
    1e+12      600    3.0             0       1000    1.0         0.04         0.04         0.06         13.32
    1e+12      600    3.0             0       2000    0.0         0.04         0.03         0.05          8.22
    1e+12      600    3.0             0       2000    0.5         0.05         0.05         0.07         14.80
    1e+12      600    3.0             0       2000    1.0         0.04         0.04         0.06         13.32
    1e+12      600    3.0           500      -2000    0.0         0.04         0.05         0.06         10.60
    1e+12      600    3.0           500      -2000    0.5         0.05         0.06         0.08         17.28
    1e+12      600    3.0           500      -2000    1.0         0.05         0.05         0.07         16.11
    1e+12      600    3.0           500      -1000    0.0         0.04         0.05         0.06         10.60
    1e+12      600    3.0           500      -1000    0.5         0.05         0.06         0.08         17.28
    1e+12      600    3.0           500      -1000    1.0         0.05         0.05         0.07         16.11
    1e+12      600    3.0           500          0    0.0         0.04         0.05         0.06         10.60
    1e+12      600    3.0           500          0    0.5         0.05         0.06         0.08         17.28
    1e+12      600    3.0           500          0    1.0         0.05         0.05         0.07         16.11
    1e+12      600    3.0           500       1000    0.0         0.04         0.05         0.06         10.60
    1e+12      600    3.0           500       1000    0.5         0.05         0.06         0.08         17.28
    1e+12      600    3.0           500       1000    1.0         0.05         0.05         0.07         16.11
    1e+12      600    3.0           500       2000    0.0         0.04         0.05         0.06         10.60
    1e+12      600    3.0           500       2000    0.5         0.05         0.06         0.08         17.28
    1e+12      600    3.0           500       2000    1.0         0.05         0.05         0.07         16.11
    1e+12      600    3.0          3000      -2000    0.0         0.10         0.12         0.14         22.03
    1e+12      600    3.0          3000      -2000    0.5         0.10         0.13         0.14         29.50
    1e+12      600    3.0          3000      -2000    1.0         0.09         0.11         0.13         29.96
